id,name,brand,category,volume_size,current_price_rsd,original_price_rsd,url_slug,image_url
264,Matrix So Silver Shampoo,Matrix,Shampoo,300ml,2100,,matrix-so-silver-sampon-300ml,https://www.altamoda.rs/uploads/store/products/images/matrix-so-silver-sampon-300ml-64b12c5ad9cf2.webp
265,Matrix Color Obsessed Conditioner,Matrix,Conditioner,300ml,2000,,matrix-color-obsessed-regenerator-300ml,https://www.altamoda.rs/uploads/store/products/images/matrix-color-obsessed-regenerator-300ml-6526b153c8e6a.webp
266,Matrix Color Obsessed Shampoo,Matrix,Shampoo,300ml,2000,,matrix-color-obsessed-sampon-300ml,https://www.altamoda.rs/uploads/store/products/images/matrix-color-obsessed-sampon-300ml-6526b17fa930b.webp
267,Redken Brews Outplay Texture Pomade,Redken,Styling,,3360,,redken-brews-outplay-texture-pomada,https://www.altamoda.rs/uploads/store/products/images/redken-brews-outplay-texture-pomada-60def81654bf0.webp
268,Redken Thickening Stemoxydine Treatment,Redken,Treatment,90ml,7680,,redken-cerafill-retaliate-stemoxydine-tretman,https://www.altamoda.rs/uploads/store/products/images/redken-cerafill-retaliate-stemoxydine-tretman-6526a63685232.webp
269,10 min Color Gels Lacquers 6NW/BRANDY,Redken,Color,60ml,,,rk-cg10-6nw-brandy-60ml,https://www.altamoda.rs/uploads/store/products/images/rk-cg10-6nw-brandy-60ml-63469f944f1b9.webp
270,10 min Color Gels Lacquers 9N/CAFE AU LAIT,Redken,Color,60ml,,,rk-cg10-9n-cafe-au-lait-60ml,https://www.altamoda.rs/uploads/store/products/images/rk-cg10-9n-cafe-au-lait-60ml-631906f0db9e0.webp
271,10 min Color Gels Lacquers 8NN/CREME BRULEE,Redken,Color,60ml,,,rk-cg10-8nn-creme-brulee-60ml,https://www.altamoda.rs/uploads/store/products/images/rk-cg10-8nn-creme-brulee-60ml-6319067be892d.webp
272,10 min Color Gels Lacquers 7N/MIRAGE,Redken,Color,60ml,,,rk-cg10-7n-mirage-60ml,https://www.altamoda.rs/uploads/store/products/images/rk-cg10-7n-mirage-60ml-631906184b489.webp
273,10 min Color Gels Lacquers 6NN/CHOCOLATE MOUSSE,Redken,Color,60ml,,,rk-cg10-6nn-choco-mousse-60ml,https://www.altamoda.rs/uploads/store/products/images/rk-cg10-6nn-choco-mousse-60ml-631905a681c19.webp
274,10 min Color Gels Lacquers 5N/WALNUT,Redken,Color,60ml,,,rk-cg10-5n-walnut-60ml,https://www.altamoda.rs/uploads/store/products/images/rk-cg10-5n-walnut-60ml-6319046731575.webp
275,Redken Shades EQ 08VG,Redken,Color,60ml,,,redken-shades-eq08vg-60ml,https://www.altamoda.rs/uploads/store/products/images/redken-shades-eq08vg-60ml-60def85d7c776.webp
276,L'image Training Head Kathrin,L'image,Training Tools,,,,katarina,https://www.altamoda.rs/uploads/store/products/images/katarina-6735e1ecb10ec.webp
277,Redken Hair Cleansing Cream Shampoo,Redken,Shampoo,1000ml,,,rk-hair-cleansing-cream-1l,https://www.altamoda.rs/uploads/store/products/images/rk-hair-cleansing-cream-1l-6151f61a4fee7.webp
278,Framesi Eclectic 9SE,Framesi,Color,60ml,,,framcolor-eclectic-9se-60-ml,https://www.altamoda.rs/uploads/store/products/images/framcolor-eclectic-9se-60-ml-69bd649f19e2a.webp
279,Framesi Eclectic 9HCE,Framesi,Color,60ml,,,framcolor-eclectic-9hce-60-ml,https://www.altamoda.rs/uploads/store/products/images/framcolor-eclectic-9hce-60-ml-69bd5ab3eed60.webp
280,Framesi Eclectic 9DE,Framesi,Color,60ml,,,framcolor-eclectic-9de-60-ml,https://www.altamoda.rs/uploads/store/products/images/framcolor-eclectic-9de-60-ml-69bd55905ede4.webp
281,Framesi Eclectic 9NE,Framesi,Color,60ml,,,framcolor-eclectic-9ne-60-ml,https://www.altamoda.rs/uploads/store/products/images/framcolor-eclectic-9ne-60-ml-69bd4fc205373.webp
